"GAME_ID","AWAY_LINEUP1_BAT_ID","AWAY_LINEUP1_FLD_CD","AWAY_LINEUP2_BAT_ID","AWAY_LINEUP2_FLD_CD","AWAY_LINEUP3_BAT_ID","AWAY_LINEUP3_FLD_CD","AWAY_LINEUP4_BAT_ID","AWAY_LINEUP4_FLD_CD","AWAY_LINEUP5_BAT_ID","AWAY_LINEUP5_FLD_CD","AWAY_LINEUP6_BAT_ID","AWAY_LINEUP6_FLD_CD","AWAY_LINEUP7_BAT_ID","AWAY_LINEUP7_FLD_CD","AWAY_LINEUP8_BAT_ID","AWAY_LINEUP8_FLD_CD","AWAY_LINEUP9_BAT_ID","AWAY_LINEUP9_FLD_CD"
"TBA202010110","sprig001",8,"altuj001",4,"branm003",7,"brega001",5,"corrc001",6,"tuckk001",9,"gurry001",3,"diaza003",10,"maldm001",2
"TBA202010120","sprig001",8,"altuj001",4,"branm003",10,"brega001",5,"tuckk001",7,"corrc001",6,"gurry001",3,"reddj001",9,"maldm001",2
"HOU202010130","meada001",10,"arozr001",7,"loweb001",4,"diazy001",3,"wendj002",5,"margm001",9,"kierk001",8,"adamw002",6,"perem005",2
"HOU202010140","margm001",8,"meada001",9,"arozr001",7,"choij001",3,"brosm001",4,"wendj002",5,"adamw002",6,"tsuty001",10,"zunim001",2
"HOU202010150","loweb001",4,"arozr001",7,"meada001",9,"diazy001",10,"choij001",3,"margm001",8,"wendj002",5,"adamw002",6,"zunim001",2
"TBA202010160","sprig001",8,"altuj001",4,"branm003",10,"corrc001",6,"brega001",5,"tuckk001",9,"gurry001",3,"diaza003",7,"maldm001",2
"TBA202010170","sprig001",8,"altuj001",4,"branm003",10,"corrc001",6,"brega001",5,"tuckk001",7,"gurry001",3,"reddj001",9,"maldm001",2
