"TBA202010050","NYA",1,0,0,3,2,0,0,"lemad001","R","snelb001","L","","","","S8/L8D+","T","F",4,1,20,"T","T",1,"F","F",0,0,"F","F",0,1,0,0,0
"TBA202010050","NYA",1,0,0,2,2,0,0,"judga001","R","snelb001","L","lemad001","","","WP.1-2","F","F",9,2,9,"F","F",0,"F","F",0,0,"T","F",0,0,2,0,0
"TBA202010050","NYA",1,0,0,3,2,0,0,"judga001","R","snelb001","L","","lemad001","","13/G25.2-3","F","F",9,2,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,3,0
"TBA202010050","NYA",1,0,1,0,0,0,0,"hicka001","R","snelb001","L","","","lemad001","8/SF/F78XD.3-H","F","F",8,3,2,"T","F",0,"F","T",1,1,"F","F",0,0,0,0,4
"TBA202010050","NYA",1,0,2,1,1,1,0,"voitl001","R","snelb001","L","","","","53/G56","F","F",3,4,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",1,1,0,1,1,1,0,"diazy001","R","coleg001","R","","","","63/G6D","T","F",10,1,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",1,1,1,2,2,1,0,"loweb001","L","coleg001","R","","","","K","F","F",4,2,3,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",1,1,2,2,0,1,0,"arozr001","R","coleg001","R","","","","HR/F8XD","F","F",7,3,23,"T","T",4,"F","F",0,1,"F","F",0,4,0,0,0
"TBA202010050","NYA",1,1,2,1,2,1,1,"choij001","L","coleg001","R","","","","5/P6M","F","F",3,4,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",2,0,0,3,1,1,1,"stanm004","R","snelb001","L","","","","13/G2-","T","F",10,5,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",2,0,1,3,1,1,1,"urshg001","R","snelb001","L","","","","9/F9LF/FL","F","F",5,6,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",2,0,2,2,2,1,1,"torrg001","R","snelb001","L","","","","K","F","F",6,7,3,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",2,1,0,0,1,1,1,"margm001","R","coleg001","R","","","","53/G5","T","F",9,5,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",2,1,1,0,1,1,1,"wendj002","L","coleg001","R","","","","53/G6","F","F",5,6,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",2,1,2,3,1,1,1,"adamw002","R","coleg001","R","","","","S6/G56+","F","F",6,7,20,"T","T",1,"F","F",0,0,"F","F",0,1,0,0,0
"TBA202010050","NYA",2,1,2,0,0,1,1,"kierk001","L","coleg001","R","adamw002","","","7/F7D","F","F",8,8,2,"T","T",0,"F","F",1,0,"F","F",0,0,1,0,0
"TBA202010050","NYA",3,0,0,1,0,1,1,"frazc001","R","snelb001","L","","","","HR/F7D","T","F",7,8,23,"T","T",4,"F","F",0,1,"F","F",0,4,0,0,0
"TBA202010050","NYA",3,0,0,0,0,2,1,"higak001","R","snelb001","L","","","","63/G6","F","F",2,9,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",3,0,1,0,1,2,1,"lemad001","R","snelb001","L","","","","9/L9L","F","F",4,1,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",3,0,2,1,1,2,1,"judga001","R","snelb001","L","","","","3/G34","F","F",9,2,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",3,1,0,2,2,2,1,"zunim001","R","coleg001","R","","","","K.BX1(23)","T","F",2,9,3,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",3,1,1,2,2,2,1,"diazy001","R","coleg001","R","","","","63/G6D","F","F",10,1,2,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",3,1,2,3,2,2,1,"loweb001","L","coleg001","R","","","","K","F","F",4,2,3,"T","T",0,"F","F",1,0,"F","F",0,0,0,0,0
"TBA202010050","NYA",4,0,0,0,1,2,1,"hicka001","R","snelb001","L","","","","S7/L78","T","F",8,3,20,"T","T",1,"F","F",0,0,"F","F",0,1,0,0,0
"TBA202010050","NYA",4,0,0,2,2,2,1,"voitl001","R","snelb001","L","hicka001","","","K","F","F",3,4,3,"T","T",0,"F","F",1,0,"F","F",0,0,1,0,0
"TBA202010050","NYA",4,0,1,3,2,2,1,"stanm004","R","snelb001","L","hicka001","","","W.1-2","F","F",10,5,14,"T","F",0,"F","F",0,0,"F","F",0,1,2,0,0
"TBA202010050","NYA",4,0,1,1,1,2,1,"urshg001","R","snelb001","L","stanm004","hicka001","","13/G1S-.2-3;1-2","F","F",5,6,2,"T","T",0,"F","F",1,0,"F","F",0,0,2,3,0
"TBA202010050","NYA",4,0,2,3,0,2,1,"torrg001","R","snelb001","L","","stanm004","hicka001","W","F","F",6,7,14,"T","F",0,"F","F",0,0,"F","F",0,1,0,2,3
"TBA202010050","NYA",4,0,2,2,2,2,1,"frazc001","R","snelb001","L","torrg001","stanm004","hicka001","K","F","F",7,8,3,"T","T",0,"F","F",1,0,"F","F",0,0,1,2,3
"TBA202010050","NYA",4,1,0,2,1,2,1,"arozr001","R","coleg001","R","","","","S9/G4+","T","F",7,3,20,"T","T",1,"F","F",0,0,"F","F",0,1,0,0,0
